wg,link,status
100-newcomers,https://mailarchive.ietf.org/arch/browse/100-newcomers/,active
100all,https://mailarchive.ietf.org/arch/browse/100all/,active
100attendees,https://mailarchive.ietf.org/arch/browse/100attendees/,active
100companions,https://mailarchive.ietf.org/arch/browse/100companions/,active
101-newcomers,https://mailarchive.ietf.org/arch/browse/101-newcomers/,active
101all,https://mailarchive.ietf.org/arch/browse/101all/,active
101attendees,https://mailarchive.ietf.org/arch/browse/101attendees/,active
101companions,https://mailarchive.ietf.org/arch/browse/101companions/,active
102-newcomers,https://mailarchive.ietf.org/arch/browse/102-newcomers/,active
102all,https://mailarchive.ietf.org/arch/browse/102all/,active
102attendees,https://mailarchive.ietf.org/arch/browse/102attendees/,active
102companions,https://mailarchive.ietf.org/arch/browse/102companions/,active
103-newcomers,https://mailarchive.ietf.org/arch/browse/103-newcomers/,active
103all,https://mailarchive.ietf.org/arch/browse/103all/,active
103attendees,https://mailarchive.ietf.org/arch/browse/103attendees/,active
104-newcomers,https://mailarchive.ietf.org/arch/browse/104-newcomers/,active
104all,https://mailarchive.ietf.org/arch/browse/104all/,active
104attendees,https://mailarchive.ietf.org/arch/browse/104attendees/,active
105-newcomers,https://mailarchive.ietf.org/arch/browse/105-newcomers/,active
105all,https://mailarchive.ietf.org/arch/browse/105all/,active
105attendees,https://mailarchive.ietf.org/arch/browse/105attendees/,active
106-newcomers,https://mailarchive.ietf.org/arch/browse/106-newcomers/,active
106all,https://mailarchive.ietf.org/arch/browse/106all/,active
106attendees,https://mailarchive.ietf.org/arch/browse/106attendees/,active
106companions,https://mailarchive.ietf.org/arch/browse/106companions/,active
107all,https://mailarchive.ietf.org/arch/browse/107all/,active
107attendees,https://mailarchive.ietf.org/arch/browse/107attendees/,active
108-newcomers,https://mailarchive.ietf.org/arch/browse/108-newcomers/,active
108all,https://mailarchive.ietf.org/arch/browse/108all/,active
108attendees,https://mailarchive.ietf.org/arch/browse/108attendees/,active
109-newcomers,https://mailarchive.ietf.org/arch/browse/109-newcomers/,active
109all,https://mailarchive.ietf.org/arch/browse/109all/,active
109attendees,https://mailarchive.ietf.org/arch/browse/109attendees/,active
110-newcomers,https://mailarchive.ietf.org/arch/browse/110-newcomers/,active
110all,https://mailarchive.ietf.org/arch/browse/110all/,active
110attendees,https://mailarchive.ietf.org/arch/browse/110attendees/,active
111-newcomers,https://mailarchive.ietf.org/arch/browse/111-newcomers/,active
111all,https://mailarchive.ietf.org/arch/browse/111all/,active
111attendees,https://mailarchive.ietf.org/arch/browse/111attendees/,active
112-newcomers,https://mailarchive.ietf.org/arch/browse/112-newcomers/,active
112all,https://mailarchive.ietf.org/arch/browse/112all/,active
112attendees,https://mailarchive.ietf.org/arch/browse/112attendees/,active
113-newcomers,https://mailarchive.ietf.org/arch/browse/113-newcomers/,active
113all,https://mailarchive.ietf.org/arch/browse/113all/,active
113attendees,https://mailarchive.ietf.org/arch/browse/113attendees/,active
114-newcomers,https://mailarchive.ietf.org/arch/browse/114-newcomers/,active
114all,https://mailarchive.ietf.org/arch/browse/114all/,active
114attendees,https://mailarchive.ietf.org/arch/browse/114attendees/,active
115-newcomers,https://mailarchive.ietf.org/arch/browse/115-newcomers/,active
115all,https://mailarchive.ietf.org/arch/browse/115all/,active
115attendees,https://mailarchive.ietf.org/arch/browse/115attendees/,active
116-newparticipants,https://mailarchive.ietf.org/arch/browse/116-newparticipants/,active
116all,https://mailarchive.ietf.org/arch/browse/116all/,active
116attendees,https://mailarchive.ietf.org/arch/browse/116attendees/,active
16ng,https://mailarchive.ietf.org/arch/browse/16ng/,active
25years,https://mailarchive.ietf.org/arch/browse/25years/,active
3gpp-ietf-coord,https://mailarchive.ietf.org/arch/browse/3gpp-ietf-coord/,active
3gv6,https://mailarchive.ietf.org/arch/browse/3gv6/,active
5gangip,https://mailarchive.ietf.org/arch/browse/5gangip/,active
6band,https://mailarchive.ietf.org/arch/browse/6band/,active
6gip,https://mailarchive.ietf.org/arch/browse/6gip/,active
6lo,https://mailarchive.ietf.org/arch/browse/6lo/,active
6lo-fragmentation-dt,https://mailarchive.ietf.org/arch/browse/6lo-fragmentation-dt/,active
6lowapp,https://mailarchive.ietf.org/arch/browse/6lowapp/,active
6tisch,https://mailarchive.ietf.org/arch/browse/6tisch/,active
6tisch-security,https://mailarchive.ietf.org/arch/browse/6tisch-security/,active
6tsch,https://mailarchive.ietf.org/arch/browse/6tsch/,active
aaa-doctors,https://mailarchive.ietf.org/arch/browse/aaa-doctors/,active
aaa-implementers,https://mailarchive.ietf.org/arch/browse/aaa-implementers/,active
abfab,https://mailarchive.ietf.org/arch/browse/abfab/,active
abnf-discuss,https://mailarchive.ietf.org/arch/browse/abnf-discuss/,active
accord,https://mailarchive.ietf.org/arch/browse/accord/,active
ace,https://mailarchive.ietf.org/arch/browse/ace/,active
acme,https://mailarchive.ietf.org/arch/browse/acme/,active
acvp,https://mailarchive.ietf.org/arch/browse/acvp/,active
add,https://mailarchive.ietf.org/arch/browse/add/,active
addr-select-dt,https://mailarchive.ietf.org/arch/browse/addr-select-dt/,active
admin-discuss,https://mailarchive.ietf.org/arch/browse/admin-discuss/,active
adslmib,https://mailarchive.ietf.org/arch/browse/adslmib/,active
agentx,https://mailarchive.ietf.org/arch/browse/agentx/,active
aggsrv,https://mailarchive.ietf.org/arch/browse/aggsrv/,active
alto,https://mailarchive.ietf.org/arch/browse/alto/,active
altoext,https://mailarchive.ietf.org/arch/browse/altoext/,active
ancp,https://mailarchive.ietf.org/arch/browse/ancp/,active
anima,https://mailarchive.ietf.org/arch/browse/anima/,active
anima-bootstrap,https://mailarchive.ietf.org/arch/browse/anima-bootstrap/,active
anima-signaling,https://mailarchive.ietf.org/arch/browse/anima-signaling/,active
antitrust-policy,https://mailarchive.ietf.org/arch/browse/antitrust-policy/,active
apn,https://mailarchive.ietf.org/arch/browse/apn/,active
apps-review,https://mailarchive.ietf.org/arch/browse/apps-review/,active
appsdir,https://mailarchive.ietf.org/arch/browse/appsdir/,active
aqm,https://mailarchive.ietf.org/arch/browse/aqm/,active
arc,https://mailarchive.ietf.org/arch/browse/arc/,active
architecture-discuss,https://mailarchive.ietf.org/arch/browse/architecture-discuss/,active
arcing,https://mailarchive.ietf.org/arch/browse/arcing/,active
ark,https://mailarchive.ietf.org/arch/browse/ark/,active
armd,https://mailarchive.ietf.org/arch/browse/armd/,active
arp222,https://mailarchive.ietf.org/arch/browse/arp222/,active
art,https://mailarchive.ietf.org/arch/browse/art/,active
asap,https://mailarchive.ietf.org/arch/browse/asap/,active
asdf,https://mailarchive.ietf.org/arch/browse/asdf/,active
ason-routing,https://mailarchive.ietf.org/arch/browse/ason-routing/,active
atlas,https://mailarchive.ietf.org/arch/browse/atlas/,active
atoca,https://mailarchive.ietf.org/arch/browse/atoca/,active
auth48archive,https://mailarchive.ietf.org/arch/browse/auth48archive/,active
autoconf,https://mailarchive.ietf.org/arch/browse/autoconf/,active
avt,https://mailarchive.ietf.org/arch/browse/avt/,active
babel,https://mailarchive.ietf.org/arch/browse/babel/,active
banana,https://mailarchive.ietf.org/arch/browse/banana/,active
bcause,https://mailarchive.ietf.org/arch/browse/bcause/,active
bec,https://mailarchive.ietf.org/arch/browse/bec/,active
behave,https://mailarchive.ietf.org/arch/browse/behave/,active
bess,https://mailarchive.ietf.org/arch/browse/bess/,active
bfcpbis,https://mailarchive.ietf.org/arch/browse/bfcpbis/,active
bgp-autoconf,https://mailarchive.ietf.org/arch/browse/bgp-autoconf/,active
bier,https://mailarchive.ietf.org/arch/browse/bier/,active
bimi,https://mailarchive.ietf.org/arch/browse/bimi/,active
bliss,https://mailarchive.ietf.org/arch/browse/bliss/,active
blockchain-interop,https://mailarchive.ietf.org/arch/browse/blockchain-interop/,active
bmwg,https://mailarchive.ietf.org/arch/browse/bmwg/,active
bnbsg,https://mailarchive.ietf.org/arch/browse/bnbsg/,active
bpf,https://mailarchive.ietf.org/arch/browse/bpf/,active
bridge-mib,https://mailarchive.ietf.org/arch/browse/bridge-mib/,active
btns,https://mailarchive.ietf.org/arch/browse/btns/,active
bundled-domain-names,https://mailarchive.ietf.org/arch/browse/bundled-domain-names/,active
c310,https://mailarchive.ietf.org/arch/browse/c310/,active
c430,https://mailarchive.ietf.org/arch/browse/c430/,active
c431,https://mailarchive.ietf.org/arch/browse/c431/,active
cacao,https://mailarchive.ietf.org/arch/browse/cacao/,active
caldav,https://mailarchive.ietf.org/arch/browse/caldav/,active
calsify,https://mailarchive.ietf.org/arch/browse/calsify/,active
can,https://mailarchive.ietf.org/arch/browse/can/,active
captive-portals,https://mailarchive.ietf.org/arch/browse/captive-portals/,active
carddav,https://mailarchive.ietf.org/arch/browse/carddav/,active
caris-attendees,https://mailarchive.ietf.org/arch/browse/caris-attendees/,active
casm,https://mailarchive.ietf.org/arch/browse/casm/,active
cats,https://mailarchive.ietf.org/arch/browse/cats/,active
cbor,https://mailarchive.ietf.org/arch/browse/cbor/,active
ccamp,https://mailarchive.ietf.org/arch/browse/ccamp/,active
ccg,https://mailarchive.ietf.org/arch/browse/ccg/,active
cdni,https://mailarchive.ietf.org/arch/browse/cdni/,active
cellar,https://mailarchive.ietf.org/arch/browse/cellar/,active
certid,https://mailarchive.ietf.org/arch/browse/certid/,active
cfbl,https://mailarchive.ietf.org/arch/browse/cfbl/,active
cfrg,https://mailarchive.ietf.org/arch/browse/cfrg/,active
cga-ext,https://mailarchive.ietf.org/arch/browse/cga-ext/,active
cgasec,https://mailarchive.ietf.org/arch/browse/cgasec/,active
channel-binding,https://mailarchive.ietf.org/arch/browse/channel-binding/,active
chirp,https://mailarchive.ietf.org/arch/browse/chirp/,active
cicm,https://mailarchive.ietf.org/arch/browse/cicm/,active
clouds,https://mailarchive.ietf.org/arch/browse/clouds/,active
clue,https://mailarchive.ietf.org/arch/browse/clue/,active
cnit,https://mailarchive.ietf.org/arch/browse/cnit/,active
codec,https://mailarchive.ietf.org/arch/browse/codec/,active
codesprints,https://mailarchive.ietf.org/arch/browse/codesprints/,active
codestand-develop,https://mailarchive.ietf.org/arch/browse/codestand-develop/,active
coin,https://mailarchive.ietf.org/arch/browse/coin/,active
collation,https://mailarchive.ietf.org/arch/browse/collation/,active
coman,https://mailarchive.ietf.org/arch/browse/coman/,active
companions,https://mailarchive.ietf.org/arch/browse/companions/,active
congress,https://mailarchive.ietf.org/arch/browse/congress/,active
core,https://mailarchive.ietf.org/arch/browse/core/,active
core-parameters,https://mailarchive.ietf.org/arch/browse/core-parameters/,active
cose,https://mailarchive.ietf.org/arch/browse/cose/,active
cosmogol,https://mailarchive.ietf.org/arch/browse/cosmogol/,active
covidimpacts-workshop,https://mailarchive.ietf.org/arch/browse/covidimpacts-workshop/,active
crisp,https://mailarchive.ietf.org/arch/browse/crisp/,active
crypto-panel,https://mailarchive.ietf.org/arch/browse/crypto-panel/,active
cso,https://mailarchive.ietf.org/arch/browse/cso/,active
curdle,https://mailarchive.ietf.org/arch/browse/curdle/,active
cuss,https://mailarchive.ietf.org/arch/browse/cuss/,active
cwp,https://mailarchive.ietf.org/arch/browse/cwp/,active
cwt-reg-review,https://mailarchive.ietf.org/arch/browse/cwt-reg-review/,active
dance,https://mailarchive.ietf.org/arch/browse/dance/,active
dane,https://mailarchive.ietf.org/arch/browse/dane/,active
danish,https://mailarchive.ietf.org/arch/browse/danish/,active
dart,https://mailarchive.ietf.org/arch/browse/dart/,active
datatracker-rqmts,https://mailarchive.ietf.org/arch/browse/datatracker-rqmts/,active
dbound,https://mailarchive.ietf.org/arch/browse/dbound/,active
dc,https://mailarchive.ietf.org/arch/browse/dc/,active
dcpel,https://mailarchive.ietf.org/arch/browse/dcpel/,active
dcrg-interest,https://mailarchive.ietf.org/arch/browse/dcrg-interest/,active
dcrouting,https://mailarchive.ietf.org/arch/browse/dcrouting/,active
dcrup,https://mailarchive.ietf.org/arch/browse/dcrup/,active
detnet,https://mailarchive.ietf.org/arch/browse/detnet/,active
detnet-dp-dt,https://mailarchive.ietf.org/arch/browse/detnet-dp-dt/,active
detnet-edp-dt,https://mailarchive.ietf.org/arch/browse/detnet-edp-dt/,active
dhcpv6bis,https://mailarchive.ietf.org/arch/browse/dhcpv6bis/,active
dhcwg,https://mailarchive.ietf.org/arch/browse/dhcwg/,active
dime,https://mailarchive.ietf.org/arch/browse/dime/,active
din,https://mailarchive.ietf.org/arch/browse/din/,active
dir-coord,https://mailarchive.ietf.org/arch/browse/dir-coord/,active
disman,https://mailarchive.ietf.org/arch/browse/disman/,active
dispatch,https://mailarchive.ietf.org/arch/browse/dispatch/,active
diversity,https://mailarchive.ietf.org/arch/browse/diversity/,active
dix,https://mailarchive.ietf.org/arch/browse/dix/,active
dlnex,https://mailarchive.ietf.org/arch/browse/dlnex/,active
dlt-networking,https://mailarchive.ietf.org/arch/browse/dlt-networking/,active
dmarc,https://mailarchive.ietf.org/arch/browse/dmarc/,active
dmarc-report,https://mailarchive.ietf.org/arch/browse/dmarc-report/,active
dmm,https://mailarchive.ietf.org/arch/browse/dmm/,active
dna,https://mailarchive.ietf.org/arch/browse/dna/,active
dns-dir,https://mailarchive.ietf.org/arch/browse/dns-dir/,active
dns-privacy,https://mailarchive.ietf.org/arch/browse/dns-privacy/,active
dnsdir,https://mailarchive.ietf.org/arch/browse/dnsdir/,active
dnsext,https://mailarchive.ietf.org/arch/browse/dnsext/,active
dnsop,https://mailarchive.ietf.org/arch/browse/dnsop/,active
dnsoverhttp,https://mailarchive.ietf.org/arch/browse/dnsoverhttp/,active
dnssd,https://mailarchive.ietf.org/arch/browse/dnssd/,active
dnssec-bootstrapping,https://mailarchive.ietf.org/arch/browse/dnssec-bootstrapping/,active
doh,https://mailarchive.ietf.org/arch/browse/doh/,active
domain-test,https://mailarchive.ietf.org/arch/browse/domain-test/,active
domainrep,https://mailarchive.ietf.org/arch/browse/domainrep/,active
dots,https://mailarchive.ietf.org/arch/browse/dots/,active
drinks,https://mailarchive.ietf.org/arch/browse/drinks/,active
driu,https://mailarchive.ietf.org/arch/browse/driu/,active
dsfjdssdfsd,https://mailarchive.ietf.org/arch/browse/dsfjdssdfsd/,active
dtls-iot,https://mailarchive.ietf.org/arch/browse/dtls-iot/,active
dtn,https://mailarchive.ietf.org/arch/browse/dtn/,active
dtn-interest,https://mailarchive.ietf.org/arch/browse/dtn-interest/,active
dyncast,https://mailarchive.ietf.org/arch/browse/dyncast/,active
e-impact,https://mailarchive.ietf.org/arch/browse/e-impact/,active
e2ee,https://mailarchive.ietf.org/arch/browse/e2ee/,active
eapext,https://mailarchive.ietf.org/arch/browse/eapext/,active
earlywarning,https://mailarchive.ietf.org/arch/browse/earlywarning/,active
eat,https://mailarchive.ietf.org/arch/browse/eat/,active
ecn-in-quic,https://mailarchive.ietf.org/arch/browse/ecn-in-quic/,active
ecrit,https://mailarchive.ietf.org/arch/browse/ecrit/,active
edm,https://mailarchive.ietf.org/arch/browse/edm/,active
edu-discuss,https://mailarchive.ietf.org/arch/browse/edu-discuss/,active
edu-team,https://mailarchive.ietf.org/arch/browse/edu-team/,active
efficientnd-dt,https://mailarchive.ietf.org/arch/browse/efficientnd-dt/,active
ehip,https://mailarchive.ietf.org/arch/browse/ehip/,active
eligibility-discuss,https://mailarchive.ietf.org/arch/browse/eligibility-discuss/,active
emailcore,https://mailarchive.ietf.org/arch/browse/emailcore/,active
eman,https://mailarchive.ietf.org/arch/browse/eman/,active
eme,https://mailarchive.ietf.org/arch/browse/eme/,active
emo-dir,https://mailarchive.ietf.org/arch/browse/emo-dir/,active
emserv-discuss,https://mailarchive.ietf.org/arch/browse/emserv-discuss/,active
emu,https://mailarchive.ietf.org/arch/browse/emu/,active
endymail,https://mailarchive.ietf.org/arch/browse/endymail/,active
enum,https://mailarchive.ietf.org/arch/browse/enum/,active
errata-design,https://mailarchive.ietf.org/arch/browse/errata-design/,active
esds,https://mailarchive.ietf.org/arch/browse/esds/,active
etosat,https://mailarchive.ietf.org/arch/browse/etosat/,active
event-streaming,https://mailarchive.ietf.org/arch/browse/event-streaming/,active
evolving-documents,https://mailarchive.ietf.org/arch/browse/evolving-documents/,active
explicit-meas,https://mailarchive.ietf.org/arch/browse/explicit-meas/,active
extra,https://mailarchive.ietf.org/arch/browse/extra/,active
fdt,https://mailarchive.ietf.org/arch/browse/fdt/,active
fecframe-proto,https://mailarchive.ietf.org/arch/browse/fecframe-proto/,active
feeds,https://mailarchive.ietf.org/arch/browse/feeds/,active
flexip,https://mailarchive.ietf.org/arch/browse/flexip/,active
forces,https://mailarchive.ietf.org/arch/browse/forces/,active
forces-protocol,https://mailarchive.ietf.org/arch/browse/forces-protocol/,active
ftpext,https://mailarchive.ietf.org/arch/browse/ftpext/,active
fun,https://mailarchive.ietf.org/arch/browse/fun/,active
gaia,https://mailarchive.ietf.org/arch/browse/gaia/,active
gear,https://mailarchive.ietf.org/arch/browse/gear/,active
gen-art,https://mailarchive.ietf.org/arch/browse/gen-art/,active
gendispatch,https://mailarchive.ietf.org/arch/browse/gendispatch/,active
geojson,https://mailarchive.ietf.org/arch/browse/geojson/,active
geopriv,https://mailarchive.ietf.org/arch/browse/geopriv/,active
ggie,https://mailarchive.ietf.org/arch/browse/ggie/,active
grow,https://mailarchive.ietf.org/arch/browse/grow/,active
gsmp,https://mailarchive.ietf.org/arch/browse/gsmp/,active
hackathon,https://mailarchive.ietf.org/arch/browse/hackathon/,active
ham-ag,https://mailarchive.ietf.org/arch/browse/ham-ag/,active
hasmat,https://mailarchive.ietf.org/arch/browse/hasmat/,active
hiaps,https://mailarchive.ietf.org/arch/browse/hiaps/,active
hiccup,https://mailarchive.ietf.org/arch/browse/hiccup/,active
hipsec,https://mailarchive.ietf.org/arch/browse/hipsec/,active
hls-interest,https://mailarchive.ietf.org/arch/browse/hls-interest/,active
hokey,https://mailarchive.ietf.org/arch/browse/hokey/,active
homegate,https://mailarchive.ietf.org/arch/browse/homegate/,active
homenet,https://mailarchive.ietf.org/arch/browse/homenet/,active
homenet-babel-sec,https://mailarchive.ietf.org/arch/browse/homenet-babel-sec/,active
homesec-dt,https://mailarchive.ietf.org/arch/browse/homesec-dt/,active
hotrfc,https://mailarchive.ietf.org/arch/browse/hotrfc/,active
hr-rt,https://mailarchive.ietf.org/arch/browse/hr-rt/,active
hrpc,https://mailarchive.ietf.org/arch/browse/hrpc/,active
http-auth,https://mailarchive.ietf.org/arch/browse/http-auth/,active
http-devops,https://mailarchive.ietf.org/arch/browse/http-devops/,active
http-grease,https://mailarchive.ietf.org/arch/browse/http-grease/,active
http-issues,https://mailarchive.ietf.org/arch/browse/http-issues/,active
http-srv,https://mailarchive.ietf.org/arch/browse/http-srv/,active
http-state,https://mailarchive.ietf.org/arch/browse/http-state/,active
http-use,https://mailarchive.ietf.org/arch/browse/http-use/,active
http-well-known,https://mailarchive.ietf.org/arch/browse/http-well-known/,active
httpapi,https://mailarchive.ietf.org/arch/browse/httpapi/,active
httpbisa,https://mailarchive.ietf.org/arch/browse/httpbisa/,active
httpmail,https://mailarchive.ietf.org/arch/browse/httpmail/,active
httpstreaming,https://mailarchive.ietf.org/arch/browse/httpstreaming/,active
hubmib,https://mailarchive.ietf.org/arch/browse/hubmib/,active
humanresolvers,https://mailarchive.ietf.org/arch/browse/humanresolvers/,active
hybi,https://mailarchive.ietf.org/arch/browse/hybi/,active
i-d-announce,https://mailarchive.ietf.org/arch/browse/i-d-announce/,active
i18n-discuss,https://mailarchive.ietf.org/arch/browse/i18n-discuss/,active
i18ndir,https://mailarchive.ietf.org/arch/browse/i18ndir/,active
i18nrp,https://mailarchive.ietf.org/arch/browse/i18nrp/,active
i2nsf,https://mailarchive.ietf.org/arch/browse/i2nsf/,active
i2rs,https://mailarchive.ietf.org/arch/browse/i2rs/,active
iad20,https://mailarchive.ietf.org/arch/browse/iad20/,active
ianaplan,https://mailarchive.ietf.org/arch/browse/ianaplan/,active
iasa20,https://mailarchive.ietf.org/arch/browse/iasa20/,active
ibnemo,https://mailarchive.ietf.org/arch/browse/ibnemo/,active
icalendar,https://mailarchive.ietf.org/arch/browse/icalendar/,active
iccrg,https://mailarchive.ietf.org/arch/browse/iccrg/,active
ice,https://mailarchive.ietf.org/arch/browse/ice/,active
icnrg,https://mailarchive.ietf.org/arch/browse/icnrg/,active
icnrg-harmonization,https://mailarchive.ietf.org/arch/browse/icnrg-harmonization/,active
id-event,https://mailarchive.ietf.org/arch/browse/id-event/,active
ideas,https://mailarchive.ietf.org/arch/browse/ideas/,active
ideas-discuss,https://mailarchive.ietf.org/arch/browse/ideas-discuss/,active
idna-update,https://mailarchive.ietf.org/arch/browse/idna-update/,active
idnet,https://mailarchive.ietf.org/arch/browse/idnet/,active
idr,https://mailarchive.ietf.org/arch/browse/idr/,active
ieee-ietf-coord,https://mailarchive.ietf.org/arch/browse/ieee-ietf-coord/,active
iesg-agenda-dist,https://mailarchive.ietf.org/arch/browse/iesg-agenda-dist/,active
ietf,https://mailarchive.ietf.org/arch/browse/ietf/,active
ietf-822,https://mailarchive.ietf.org/arch/browse/ietf-822/,active
ietf-and-github,https://mailarchive.ietf.org/arch/browse/ietf-and-github/,active
ietf-announce,https://mailarchive.ietf.org/arch/browse/ietf-announce/,active
ietf-community-india,https://mailarchive.ietf.org/arch/browse/ietf-community-india/,active
ietf-cycling,https://mailarchive.ietf.org/arch/browse/ietf-cycling/,active
ietf-dkim,https://mailarchive.ietf.org/arch/browse/ietf-dkim/,active
ietf-hub-bangalore,https://mailarchive.ietf.org/arch/browse/ietf-hub-bangalore/,active
ietf-hub-boston,https://mailarchive.ietf.org/arch/browse/ietf-hub-boston/,active
ietf-languages,https://mailarchive.ietf.org/arch/browse/ietf-languages/,active
ietf-meetings,https://mailarchive.ietf.org/arch/browse/ietf-meetings/,active
ietf-mentees,https://mailarchive.ietf.org/arch/browse/ietf-mentees/,active
ietf-mentoring-discuss,https://mailarchive.ietf.org/arch/browse/ietf-mentoring-discuss/,active
ietf-mentors,https://mailarchive.ietf.org/arch/browse/ietf-mentors/,active
ietf-message-headers,https://mailarchive.ietf.org/arch/browse/ietf-message-headers/,active
ietf-nomcom,https://mailarchive.ietf.org/arch/browse/ietf-nomcom/,active
ietf-outcomes,https://mailarchive.ietf.org/arch/browse/ietf-outcomes/,active
ietf-privacy,https://mailarchive.ietf.org/arch/browse/ietf-privacy/,active
ietf-runners,https://mailarchive.ietf.org/arch/browse/ietf-runners/,active
ietf-sailors,https://mailarchive.ietf.org/arch/browse/ietf-sailors/,active
ietf-smtp,https://mailarchive.ietf.org/arch/browse/ietf-smtp/,active
ietf-sow,https://mailarchive.ietf.org/arch/browse/ietf-sow/,active
ietf-surveys,https://mailarchive.ietf.org/arch/browse/ietf-surveys/,active
ietf-types,https://mailarchive.ietf.org/arch/browse/ietf-types/,active
ietf108planning,https://mailarchive.ietf.org/arch/browse/ietf108planning/,active
ietf109-team,https://mailarchive.ietf.org/arch/browse/ietf109-team/,active
ietf79-1st-timers,https://mailarchive.ietf.org/arch/browse/ietf79-1st-timers/,active
ietf80-1st-timers,https://mailarchive.ietf.org/arch/browse/ietf80-1st-timers/,active
ietfmibs,https://mailarchive.ietf.org/arch/browse/ietfmibs/,active
igmp-mld-bis,https://mailarchive.ietf.org/arch/browse/igmp-mld-bis/,active
ila,https://mailarchive.ietf.org/arch/browse/ila/,active
ilc,https://mailarchive.ietf.org/arch/browse/ilc/,active
ima,https://mailarchive.ietf.org/arch/browse/ima/,active
imap5,https://mailarchive.ietf.org/arch/browse/imap5/,active
imapext,https://mailarchive.ietf.org/arch/browse/imapext/,active
imrg,https://mailarchive.ietf.org/arch/browse/imrg/,active
imss,https://mailarchive.ietf.org/arch/browse/imss/,active
independent,https://mailarchive.ietf.org/arch/browse/independent/,active
inip-discuss,https://mailarchive.ietf.org/arch/browse/inip-discuss/,active
insipid,https://mailarchive.ietf.org/arch/browse/insipid/,active
int-area,https://mailarchive.ietf.org/arch/browse/int-area/,active
int-dir,https://mailarchive.ietf.org/arch/browse/int-dir/,active
internetgovtech,https://mailarchive.ietf.org/arch/browse/internetgovtech/,active
inventory-yang,https://mailarchive.ietf.org/arch/browse/inventory-yang/,active
ioam,https://mailarchive.ietf.org/arch/browse/ioam/,active
iot-directorate,https://mailarchive.ietf.org/arch/browse/iot-directorate/,active
iot-onboarding,https://mailarchive.ietf.org/arch/browse/iot-onboarding/,active
iotops,https://mailarchive.ietf.org/arch/browse/iotops/,active
iotsi,https://mailarchive.ietf.org/arch/browse/iotsi/,active
ipcdn,https://mailarchive.ietf.org/arch/browse/ipcdn/,active
ipfix,https://mailarchive.ietf.org/arch/browse/ipfix/,active
ipoverib,https://mailarchive.ietf.org/arch/browse/ipoverib/,active
ipp,https://mailarchive.ietf.org/arch/browse/ipp/,active
ippm,https://mailarchive.ietf.org/arch/browse/ippm/,active
ippm-ioam-ix-dt,https://mailarchive.ietf.org/arch/browse/ippm-ioam-ix-dt/,active
ipr-announce,https://mailarchive.ietf.org/arch/browse/ipr-announce/,active
ipr-wg,https://mailarchive.ietf.org/arch/browse/ipr-wg/,active
ips,https://mailarchive.ietf.org/arch/browse/ips/,active
ipsec,https://mailarchive.ietf.org/arch/browse/ipsec/,active
iptel,https://mailarchive.ietf.org/arch/browse/iptel/,active
ipv6,https://mailarchive.ietf.org/arch/browse/ipv6/,active
ire,https://mailarchive.ietf.org/arch/browse/ire/,active
irnss,https://mailarchive.ietf.org/arch/browse/irnss/,active
irs-discuss,https://mailarchive.ietf.org/arch/browse/irs-discuss/,active
irtf-announce,https://mailarchive.ietf.org/arch/browse/irtf-announce/,active
irtf-discuss,https://mailarchive.ietf.org/arch/browse/irtf-discuss/,active
ischedule,https://mailarchive.ietf.org/arch/browse/ischedule/,active
isis-wg,https://mailarchive.ietf.org/arch/browse/isis-wg/,active
isms,https://mailarchive.ietf.org/arch/browse/isms/,active
it-test,https://mailarchive.ietf.org/arch/browse/it-test/,active
its,https://mailarchive.ietf.org/arch/browse/its/,active
itu+ietf,https://mailarchive.ietf.org/arch/browse/itu+ietf/,active
iucg,https://mailarchive.ietf.org/arch/browse/iucg/,active
jcardcal,https://mailarchive.ietf.org/arch/browse/jcardcal/,active
jmap,https://mailarchive.ietf.org/arch/browse/jmap/,active
jose,https://mailarchive.ietf.org/arch/browse/jose/,active
jose-reg-review,https://mailarchive.ietf.org/arch/browse/jose-reg-review/,active
json,https://mailarchive.ietf.org/arch/browse/json/,active
json-canon,https://mailarchive.ietf.org/arch/browse/json-canon/,active
jsonpath,https://mailarchive.ietf.org/arch/browse/jsonpath/,active
justfont,https://mailarchive.ietf.org/arch/browse/justfont/,active
jwt-reg-review,https://mailarchive.ietf.org/arch/browse/jwt-reg-review/,active
kaml,https://mailarchive.ietf.org/arch/browse/kaml/,active
karp,https://mailarchive.ietf.org/arch/browse/karp/,active
keyassure,https://mailarchive.ietf.org/arch/browse/keyassure/,active
keyprov,https://mailarchive.ietf.org/arch/browse/keyprov/,active
keytrans,https://mailarchive.ietf.org/arch/browse/keytrans/,active
kitten,https://mailarchive.ietf.org/arch/browse/kitten/,active
krb-wg,https://mailarchive.ietf.org/arch/browse/krb-wg/,active
l1vpn,https://mailarchive.ietf.org/arch/browse/l1vpn/,active
l2sm,https://mailarchive.ietf.org/arch/browse/l2sm/,active
l2tpext,https://mailarchive.ietf.org/arch/browse/l2tpext/,active
l2vpn,https://mailarchive.ietf.org/arch/browse/l2vpn/,active
l3sm,https://mailarchive.ietf.org/arch/browse/l3sm/,active
l4s-discuss,https://mailarchive.ietf.org/arch/browse/l4s-discuss/,active
lager,https://mailarchive.ietf.org/arch/browse/lager/,active
lake,https://mailarchive.ietf.org/arch/browse/lake/,active
last-call,https://mailarchive.ietf.org/arch/browse/last-call/,active
